Random Item Generation By Treasure Level 1 - 6								
								
Item #	Pic File	1	2	3	4	5	6	
557	Placeholder	0	0	0	0	0	0	artifact 557
558	Placeholder	0	0	0	0	0	0	artifact 558
559	Placeholder	0	0	0	0	0	0	artifact 559
560	Placeholder	0	0	0	0	0	0	artifact 560
561	Placeholder	0	0	0	0	0	0	artifact 561
562	Placeholder	0	0	0	0	0	0	artifact 562
563	Placeholder	0	0	0	0	0	0	artifact 563
564	Placeholder	0	0	0	0	0	0	artifact 564
565	Placeholder	0	0	0	0	0	0	artifact 565
566	Placeholder	0	0	0	0	0	0	artifact 566
567	Placeholder	0	0	0	0	0	0	artifact 567
568	Placeholder	0	0	0	0	0	0	artifact 568
569	Placeholder	0	0	0	0	0	0	artifact 569
570	Placeholder	0	0	0	0	0	0	artifact 570
571	Placeholder	0	0	0	0	0	0	artifact 571
572	Placeholder	0	0	0	0	0	0	artifact 572
573	Placeholder	0	0	0	0	0	0	artifact 573
574	Placeholder	0	0	0	0	0	0	artifact 574
575	Placeholder	0	0	0	0	0	0	artifact 575
576	Placeholder	0	0	0	0	0	0	artifact 576
577	Placeholder	0	0	0	0	0	0	artifact 577
578	Placeholder	0	0	0	0	0	0	artifact 578
579	Placeholder	0	0	0	0	0	0	artifact 579
580	Placeholder	0	0	0	0	0	0	artifact 580
581	Placeholder	0	0	0	0	0	0	artifact 581
582	Placeholder	0	0	0	0	0	0	artifact 582
583	Placeholder	0	0	0	0	0	0	artifact 583
584	Placeholder	0	0	0	0	0	0	artifact 584
585	Placeholder	0	0	0	0	0	0	artifact 585
586	Placeholder	0	0	0	0	0	0	artifact 586
587	Placeholder	0	0	0	0	0	0	artifact 587
588	Placeholder	0	0	0	0	0	0	artifact 588
589	Placeholder	0	0	0	0	0	0	artifact 589
590	Placeholder	0	0	0	0	0	0	artifact 590
591	Placeholder	0	0	0	0	0	0	artifact 591
592	Placeholder	0	0	0	0	0	0	artifact 592
593	Placeholder	0	0	0	0	0	0	artifact 593
594	Placeholder	0	0	0	0	0	0	artifact 594
595	Placeholder	0	0	0	0	0	0	artifact 595
596	Placeholder	0	0	0	0	0	0	artifact 596
597	Placeholder	0	0	0	0	0	0	artifact 597
598	Placeholder	0	0	0	0	0	0	artifact 598
599	Placeholder	0	0	0	0	0	0	artifact 599
600	Placeholder	0	0	0	0	0	0	quest item 600
601	Placeholder	0	0	0	0	0	0	quest item 601
602	item266	0	0	0	0	0	0	False Report
603	item267	0	0	0	0	0	0	Urn of Ashes
604	item268	0	0	0	0	0	0	Nightshade Brazier
605	item269	0	0	0	0	0	0	Dragon Leader's Egg
606	item270	0	0	0	0	0	0	Heart of Fire
607	item271	0	0	0	0	0	0	Heart of Water
608	item272	0	0	0	0	0	0	Heart of Air
609	item273	0	0	0	0	0	0	Heart of Earth
610	item274	0	0	0	0	0	0	Conflux Key
611	item275	0	0	0	0	0	0	Lost Book of Kehl
612	item276	0	0	0	0	0	0	Sarcophagus of Korbu
613	item277	0	0	0	0	0	0	Puzzle Box
614	item278	0	0	0	0	0	0	Vial of Grave Earth
615	item279	0	0	0	0	0	0	Drum of Victory
616	item280	0	0	0	0	0	0	Anointed Herb Potion
617	item281	0	0	0	0	0	0	Power Stone
618	item297	0	0	0	0	0	0	Power Stone
619	item224	0	0	0	0	0	0	Pirate Leader's Key
620	item232	0	0	0	0	0	0	Prison Key
621	item233	0	0	0	0	0	0	Prison Key
622	Placeholder	0	0	0	0	0	0	quest item 622
623	item212	0	0	0	0	0	0	Gem of Restoration
624	Placeholder	0	0	0	0	0	0	quest item 624
625	Placeholder	0	0	0	0	0	0	quest item 625
626	item207	0	0	0	0	0	0	Prophecies of the Sun
627	item293	0	0	0	0	0	0	Remains of Korbu
628	item294	0	0	0	0	0	0	Lich Jar
629	item295	0	0	0	0	0	0	Ring of Keys
630	item298	0	0	0	0	0	0	Idol of the Snake
631	item299	0	0	0	0	0	0	Big Brass Ring
632	item300	0	0	0	0	0	0	Naga Hide
633	item301	0	0	0	0	0	0	Dire Wolf Pelt
634	item302	0	0	0	0	0	0	Flute
635	item303	0	0	0	0	0	0	Royal Wasp Jelly
636	item304	0	0	0	0	0	0	Dragonbane Flower
637	item305	0	0	0	0	0	0	Bone of Doom
638	item306	0	0	0	0	0	0	Druid Circlet of Power
639	item307	0	0	0	0	0	0	Arcane Key
640	item308	0	0	0	0	0	0	Wyvern Horn
641	item309	0	0	0	0	0	0	Ogre Key
642	item310	0	0	0	0	0	0	Pirate Hat
643	item311	0	0	0	0	0	0	Tobersk Fruit
644	item312	0	0	0	0	0	0	Tobersk Pulp
645	item313	0	0	0	0	0	0	Tobersk Brandy
646	item314	0	0	0	0	0	0	Heartwood of Jadame
647	item315	0	0	0	0	0	0	Flawed Amulets
648	item316	0	0	0	0	0	0	Dried Sunfish
649	item317	0	0	0	0	0	0	Silver Dust of the Sea
650	item318	0	0	0	0	0	0	Forged Vouchers
651	item319	0	0	0	0	0	0	Ground Wyvern Horn
652	item320	0	0	0	0	0	0	Prophecies of the Snake
653	item321	0	0	0	0	0	0	Ogre Ear
654	item322	0	0	0	0	0	0	Wasp Stingers
655	item329	0	0	0	0	0	0	Green Apple
656	item326	0	0	0	0	0	0	Horseshoe
657	item327	0	0	0	0	0	0	Enchanted Amulet
658	item323	0	0	0	0	0	0	Wheel of Frelandeau
659	item324	0	0	0	0	0	0	Log of Eldenbrie
660	item325	0	0	0	0	0	0	Ball of Dunduck
661	item230	0	0	0	0	0	0	Emperor Thorn's Key
662	item376	0	0	0	0	0	0	Cannonball of Dominion
663	Placeholder	0	0	0	0	0	0	quest item 663
664	Placeholder	0	0	0	0	0	0	quest item 664
665	Placeholder	0	0	0	0	0	0	quest item 665
666	Placeholder	0	0	0	0	0	0	quest item 666
667	Placeholder	0	0	0	0	0	0	quest item 667
668	Placeholder	0	0	0	0	0	0	quest item 668
669	Placeholder	0	0	0	0	0	0	quest item 669
670	Placeholder	0	0	0	0	0	0	quest item 670
671	Placeholder	0	0	0	0	0	0	quest item 671
672	Placeholder	0	0	0	0	0	0	quest item 672
673	Placeholder	0	0	0	0	0	0	quest item 673
674	Placeholder	0	0	0	0	0	0	quest item 674
675	Placeholder	0	0	0	0	0	0	quest item 675
676	Placeholder	0	0	0	0	0	0	quest item 676
677	Placeholder	0	0	0	0	0	0	quest item 677
678	Placeholder	0	0	0	0	0	0	quest item 678
679	Placeholder	0	0	0	0	0	0	quest item 679
680	Placeholder	0	0	0	0	0	0	quest item 680
681	Placeholder	0	0	0	0	0	0	quest item 681
682	Placeholder	0	0	0	0	0	0	quest item 682
683	Placeholder	0	0	0	0	0	0	quest item 683
684	Placeholder	0	0	0	0	0	0	quest item 684
685	Placeholder	0	0	0	0	0	0	quest item 685
686	item353	0	0	0	0	0	0	Iron-laced ore
687	item354	0	0	0	0	0	0	Siertal-laced ore
688	item355	0	0	0	0	0	0	Phylt-laced ore
689	item356	0	0	0	0	0	0	Kergar-laced ore
690	item357	0	0	0	0	0	0	Erudine-laced ore
691	item358	0	0	0	0	0	0	Stalt-laced ore
692	Placeholder	0	0	0	0	0	0	quest item 692
693	Placeholder	0	0	0	0	0	0	quest item 693
694	Placeholder	0	0	0	0	0	0	quest item 694
695	Placeholder	0	0	0	0	0	0	quest item 695
696	Placeholder	0	0	0	0	0	0	quest item 696
697	Placeholder	0	0	0	0	0	0	quest item 697
698	Placeholder	0	0	0	0	0	0	quest item 698
699	Placeholder	0	0	0	0	0	0	quest item 699
700	item199	0	0	1	1	1	2	Rejuvenation Recipe
701	item199	0	0	1	1	1	2	Pure Might Recipe
702	item199	0	0	1	1	1	2	Pure Accuracy Recipe
703	item199	0	0	1	1	1	2	Pure Personality Recipe
704	item199	0	0	1	1	1	2	Pure Endurance Recipe
705	item199	0	0	1	1	1	2	Pure Intellect Recipe
706	item199	0	0	1	1	1	2	Pure Speed Recipe
707	item199	0	0	1	1	1	2	Pure Luck Recipe
708	item199	0	0	1	1	1	2	Slaying Potion Recipe
709	item199	0	0	1	1	1	2	Stone To Flesh Recipe
710	item199	0	0	1	1	1	2	Might Boost Recipe
711	item199	0	0	1	1	1	2	Intellect Boost Recipe
712	item199	0	0	1	1	1	2	Personality Boost Recipe
713	item199	0	0	1	1	1	2	Endurance Boost Recipe
714	item199	0	0	1	1	1	2	Speed Boost Recipe
715	item199	0	0	1	1	1	2	Accuracy Boost Recipe
716	item199	0	0	1	1	1	2	Flaming Potion Recipe
717	item199	0	0	1	1	1	2	Freezing Potion Recipe
718	item199	0	0	1	1	1	2	Noxious Potion Recipe
719	item199	0	0	1	1	1	2	Shocking Potion Recipe
720	item199	0	0	1	1	1	2	Swift Potion Recipe
721	item199	0	0	1	1	1	2	Cure Paralysis Recipe
722	item199	0	0	1	1	1	2	Divine Restoration Recipe
723	item199	0	0	1	1	1	2	Divine Cure Recipe
724	item199	0	0	1	1	1	2	Divine Power Recipe
725	item199	0	0	1	1	1	2	Luck Boost Recipe
726	item199	0	0	1	1	1	2	Fire Resistance Recipe
727	item199	0	0	1	1	1	2	Air Resistance Recipe
728	item199	0	0	1	1	1	2	Water Resistance Recipe
729	item199	0	0	1	1	1	2	Earth Resistance Recipe
730	item199	0	0	1	1	1	2	Mind Resistance Recipe
731	item199	0	0	1	1	1	2	Body Resistance Recipe
732	item199	0	0	0	0	0	0	Certificate of Authentication
733	item199	0	0	0	0	0	0	Journal Scrap
734	item199	0	0	0	0	0	0	Journal Scrap
735	item199	0	0	0	0	0	0	Journal Scrap
736	item199	0	0	0	0	0	0	Journal Scrap
737	item199	0	0	0	0	0	0	Journal Scrap
738	item199	0	0	0	0	0	0	Journal Scrap
739	item199	0	0	0	0	0	0	Journal Scrap
740	item199	0	0	0	0	0	0	Journal Scrap
741	item264	0	0	0	0	0	0	Dadeross' Letter to Fellmoon
742	item265	0	0	0	0	0	0	Blackmail Letter
743	item199	0	0	0	0	0	0	Journal Scrap
744	item207	0	0	0	0	0	0	History of the Vault of Time
745	item199	0	0	0	0	0	0	Dagger Wound Oddities
746	item265	0	0	0	0	0	0	Letter to Arion Hunter
747	item265	0	0	0	0	0	0	Page Torn from a Book
748	item199	0	0	0	0	0	0	Notes - Emergency Meeting
749	item199	0	0	0	0	0	0	Cannon Design Notes
750	item202	0	0	0	0	0	0	Old Scroll
751	item199	0	0	1	1	1	2	Divine Boost recipe
752	item199	0	0	1	1	1	2	Divine Protection recipe
753	item199	0	0	1	1	1	2	Divine Transcendence recipe
754	item199	0	0	1	1	1	2	Essence of Luck recipe
755	item199	0	0	1	1	1	2	Potion of the Gods recipe
756	item199	0	0	1	1	1	2	Potion of Doom recipe
757	item199	0	0	1	1	1	2	Pure Fire Resistance recipe
758	item199	0	0	1	1	1	2	Pure Air Resistance recipe
759	item199	0	0	1	1	1	2	Pure Water Resistance recipe
760	item199	0	0	1	1	1	2	Pure Earth Resistance recipe
761	item199	0	0	1	1	1	2	Pure Mind Resistance recipe
762	item199	0	0	1	1	1	2	Pure Body Resistance recipe
763	item199	0	0	1	1	1	2	Essence of Might recipe
764	item199	0	0	1	1	1	2	Essence of Intellect recipe
765	item199	0	0	1	1	1	2	Essence of Personality recipe
766	item199	0	0	1	1	1	2	Essence of Accuracy recipe
767	item199	0	0	1	1	1	2	Essence of Endurance recipe
768	item199	0	0	1	1	1	2	Essence of Speed recipe
769	item199	0	0	1	1	1	2	Protection from Magic recipe
770	Placeholder	0	0	0	0	0	0	message scroll 770
771	Placeholder	0	0	0	0	0	0	message scroll 771
772	Placeholder	0	0	0	0	0	0	message scroll 772
773	Placeholder	0	0	0	0	0	0	message scroll 773
774	Placeholder	0	0	0	0	0	0	message scroll 774
775	Placeholder	0	0	0	0	0	0	message scroll 775
776	Placeholder	0	0	0	0	0	0	message scroll 776
777	Placeholder	0	0	0	0	0	0	message scroll 777
778	Placeholder	0	0	0	0	0	0	message scroll 778
779	Placeholder	0	0	0	0	0	0	message scroll 779
780	Placeholder	0	0	0	0	0	0	message scroll 780
781	Placeholder	0	0	0	0	0	0	message scroll 781
782	Placeholder	0	0	0	0	0	0	message scroll 782
783	Placeholder	0	0	0	0	0	0	message scroll 783
784	Placeholder	0	0	0	0	0	0	message scroll 784
785	Placeholder	0	0	0	0	0	0	message scroll 785
786	Placeholder	0	0	0	0	0	0	message scroll 786
787	Placeholder	0	0	0	0	0	0	message scroll 787
788	Placeholder	0	0	0	0	0	0	message scroll 788
789	Placeholder	0	0	0	0	0	0	message scroll 789
790	Placeholder	0	0	0	0	0	0	message scroll 790
791	Placeholder	0	0	0	0	0	0	message scroll 791
792	Placeholder	0	0	0	0	0	0	message scroll 792
793	Placeholder	0	0	0	0	0	0	message scroll 793
794	Placeholder	0	0	0	0	0	0	message scroll 794
795	Placeholder	0	0	0	0	0	0	message scroll 795
796	Placeholder	0	0	0	0	0	0	message scroll 796
797	Placeholder	0	0	0	0	0	0	message scroll 797
798	Placeholder	0	0	0	0	0	0	message scroll 798
799	Placeholder	0	0	0	0	0	0	message scroll 799
800	item323	0	0	0	0	0	0	Wheel of Frelandeau
801	item324	0	0	0	0	0	0	Log of Eldenbrie
802	item325	0	0	0	0	0	0	Ball of Dunduck
803	7item001	5	5	2	0	0	0	Crude Longsword
804	7item002	2	8	4	0	0	0	Elven Saber
805	7item003	0	2	8	4	0	0	Keen Longsword
806	7item004	0	0	2	8	4	0	Graceful Sword
807	7item005	0	0	0	2	6	7	Duelist Blade
808	7item006	5	5	2	0	0	0	Two-Handed Sword
809	7item007	0	10	5	2	0	0	Great Sword
810	7item008	0	0	0	10	5	0	Heroic Sword
811	7item009	5	5	2	0	0	0	Broadsword
812	7item010	0	5	7	3	0	0	Steel Broadsword
813	7item011	0	0	0	0	10	10	Champion Sword
814	7item012	5	5	2	0	0	0	Cutlass
815	7item013	0	5	7	3	0	0	Goblin Cutlass
816	7item014	0	0	0	5	7	5	Regnan Cutlass
817	7item015	8	2	0	0	0	0	Dagger
818	7item016	2	8	4	0	0	0	Dwarven Dagger
819	7item017	0	2	8	4	0	0	Sharktooth Dagger
820	7item018	0	0	0	10	5	2	Assassin's Dagger
821	7item019	0	0	0	0	10	6	Mage Dagger
822	7item020	8	2	0	0	0	0	Long Dagger
823	7item021	0	5	7	3	0	0	Erathian Long Dagger
824	7item022	0	0	0	5	7	5	Exquisite Long Dagger
825	7item023	5	5	2	0	0	0	Crude Axe
826	7item024	2	8	4	0	0	0	Battle Axe
827	7item025	0	2	8	4	0	0	Dwarven Axe
828	7item026	0	0	0	5	7	3	Steel Axe
829	7item027	0	0	0	0	0	5	Minotaur Axe
830	7item028	5	5	2	0	0	0	Poleaxe
831	7item029	0	5	7	3	0	0	Warrior's Poleaxe
832	7item030	0	0	0	0	10	10	Headsman's Poleaxe
833	7item031	5	5	2	0	0	0	Crude Spear
834	7item032	2	8	4	0	0	0	Soldier's spear
835	7item033	0	0	10	5	2	0	Elven Spear
836	7item034	0	0	0	10	5	2	Cruel Spear
837	7item035	0	0	0	0	0	5	Sublime Spear
838	7item036	5	5	2	0	0	0	Halberd
839	7item038	0	0	10	5	2	0	Weighted Halberd
840	7item037	0	0	0	0	10	10	Mighty Halberd
841	7item039	8	2	0	0	0	0	Trident
842	7item040	0	5	7	3	0	0	Barbed Trident
843	7item041	0	0	0	0	10	10	War Trident
844	7item042	8	2	0	0	0	0	Crude Bow
845	7item043	2	8	4	0	0	0	Longbow
846	7item044	0	2	8	4	0	0	Elven Longbow
847	7item045	0	0	0	10	5	2	Composite Bow
848	7item046	0	0	0	0	10	6	Griffin Bow
849	7item047	8	2	0	0	0	0	Crossbow
850	7item048	0	10	5	2	0	0	Heavy Crossbow
851	7item049	0	0	0	0	10	10	Ideal Crossbow
852	7item050	8	2	0	0	0	0	Mace
853	7item051	0	10	5	2	0	0	Spiked Mace
854	7item052	0	2	8	4	0	0	Zealot Mace
855	7item053	0	0	2	8	4	0	Dwarven Morningstar
856	7item054	0	0	0	0	0	5	Supreme Flail
857	7item055	8	2	0	0	0	0	Hammer
858	7item056	0	10	5	2	0	0	War Hammer
859	7item057	0	0	0	10	5	0	Dwarven Hammer
860	7item058	15	8	0	0	0	0	Club
861	7item059	7	2	2	2	0	0	Spiked Club
862	7item060	0	3	4	4	12	0	Steel club
863	7item061	8	2	0	0	0	0	Staff
864	7item062	0	0	10	5	2	0	Iron Core Staff
865	7item063	0	0	0	5	7	5	Wizard Staff
866	7item064	0	0	0	0	0	0	Blaster
867	7item065	0	0	0	0	0	0	Blaster Rifle
868	7item066	28	25	0	0	0	0	Crude Leather Armor
869	7item067	0	28	25	20	0	0	Studded Leather
870	7item068	0	0	25	35	25	0	Officer's Leather
871	7item069	0	0	0	28	25	20	Regnan Leather
872	7item070	0	0	0	0	25	35	Royal Leather
873	7item071	5	15	20	0	0	0	Disheveled Chain Mail
874	7item072	0	5	20	15	0	0	Quality Steel Chain Mail
875	7item073	0	0	5	20	15	0	Fine Chain Mail
876	7item074	0	0	0	10	25	10	Resplendent Chain Mail
877	7item235	0	0	0	0	0	5	Golden Chain Mail
878	7item076	0	5	10	25	10	0	Plate Armor
879	7item077	0	0	0	7	30	15	Splendid Plate Armor
880	7item078	0	0	0	0	10	35	Noble Plate Armor
881	7item079	10	10	5	0	0	0	Goblin Shield
882	7item080	2	8	7	0	0	0	Wooden Shield
883	7item081	0	0	10	5	0	0	Horseman's Shield
884	7item082	0	0	2	8	8	10	Sterling Shield
885	7item083	0	0	0	0	10	20	Phynaxian Shield
886	7item084	15	15	5	0	0	0	Wooden Buckler
887	7item085	5	10	5	0	0	0	Bronze Shield
888	7item086	0	0	10	5	0	0	Metal Shield
889	7item087	0	0	5	10	15	10	Alloyed Shield
890	7item088	0	0	0	0	0	5	Majestic Shield
891	7item089	12	17	0	0	0	0	Horned Helm
892	7item090	7	12	11	2	0	0	Conscript's Helm
893	7item091	0	7	12	12	2	0	Full Helm
894	7item092	0	0	7	12	12	2	Phynaxian Helm
895	7item093	0	0	0	7	12	15	Mogred Helm
896	7item094	5	12	8	2	0	0	Peasant Hat
897	7item095	0	2	12	8	4	0	Traveller's Hat
898	7item096	0	0	7	12	8	3	Fancy Hat
899	7item097	0	2	7	7	3	0	Crown
900	7item098	0	0	3	12	10	0	Noble Crown
901	7item099	0	0	0	0	0	5	Regal Crown
902	7item100	0	10	5	5	2	0	Leather Belt
903	7item101	0	2	8	7	5	0	Fine Belt
904	7item102	0	0	7	8	5	0	Strong Belt
905	7item103	0	0	5	5	10	10	Silver Belt
906	7item104	0	0	0	0	0	5	Gilded Belt
907	7item105	5	10	15	10	5	0	Leather Cloak
908	7item106	2	8	13	12	7	0	Huntsman's Cloak
909	7item107	0	5	10	15	10	0	Ranger's Cloak
910	7item108	0	0	2	8	13	13	Elegant Cloak
911	7item109	0	0	0	0	0	5	Glorious Cloak
912	7item110	5	15	5	5	2	0	Gauntlets
913	7item111	5	10	15	10	5	0	Steel Gauntlets
914	7item112	0	7	12	13	8	0	Silver Mesh Gauntlets
915	7item113	0	3	7	12	13	8	Dragon Hide Gauntlets
916	7item114	0	0	3	7	12	16	Mogred Gauntlets
917	7item115	10	15	10	5	2	0	Leather Boots
918	7item116	0	10	15	10	5	0	Steel Plated Boots
919	7item117	0	0	8	10	12	0	Ranger Boots
920	7item118	0	0	0	4	12	18	Knight's Boots
921	7item119	0	0	0	0	0	5	Paladin Boots
922	7item120	15	22	7	5	0	0	Brass Ring
923	7item121	12	17	17	8	0	0	Pearl Ring
924	7item122	0	0	17	16	8	0	Platinum Ring
925	7item123	0	0	10	20	15	0	Emerald Ring
926	7item124	0	0	10	20	20	0	Sapphire Ring
927	7item125	0	0	4	8	16	0	Warlock's Ring
928	7item126	0	0	2	5	8	20	Enchanted Ring
929	7item127	0	0	2	3	8	22	Dazzling Ring
930	7item128	0	0	2	3	8	23	Wizard Ring
931	7item129	0	0	0	0	20	30	Angel's Ring
932	7item130	2	12	10	8	3	0	Eyeball Amulet
933	7item131	0	7	11	8	6	0	Bronze Amulet
934	7item132	0	0	7	8	9	0	Witch's Amulet
935	7item133	0	0	2	5	7	20	Death's Head Pendant
936	7item134	0	0	3	5	5	15	Sun Amulet
937	7item135	0	0	2	2	0	0	Wand of Fire
938	7item135	0	0	2	2	0	0	Wand of Sparks
939	7item135	0	0	2	2	0	0	Wand of Poison
940	7item135	0	0	2	2	0	0	Wand of Stunning
941	7item135	0	0	2	2	0	0	Wand of Harm
942	7item136	0	0	2	2	0	0	Fairy Wand of Light
943	7item136	0	0	2	2	0	0	Fairy Wand of Ice
944	7item136	0	0	2	2	0	0	Fairy Wand of Lashing
945	7item136	0	0	2	2	0	0	Fairy Wand of Mind
946	7item136	0	0	2	2	0	0	Fairy Wand of Swarms
947	7item137	0	0	1	2	3	0	Alacorn Wand of Fireballs
948	7item137	0	0	1	2	3	0	Alacorn Wand of Acid
949	7item137	0	0	1	2	3	0	Alacorn Wand of Lightning
950	7item137	0	0	1	2	3	0	Alacorn Wand of Blades
951	7item137	0	0	1	2	3	0	Alacorn Wand of Charms
952	7item138	0	0	0	1	2	3	Arcane Wand of Blasting
953	7item138	0	0	0	1	2	3	Arcane Wand of The Fist
954	7item138	0	0	0	1	2	3	Arcane Wand of Rocks
955	7item138	0	0	0	1	2	3	Arcane Wand of Paralyzing
956	7item138	0	0	0	1	2	3	Arcane Wand of Clouds
957	7item139	0	0	0	0	2	5	Mystic Wand of Implosion
958	7item139	0	0	0	0	2	5	Mystic Wand of Distortion
959	7item139	0	0	0	0	2	5	Mystic Wand of Shrapmetal
960	7item139	0	0	0	0	2	5	Mystic Wand of Shrinking
961	7item139	0	0	0	0	2	5	Mystic Wand of Incineration
962	Placeholder	0	0	0	0	0	0	_item160
963	Placeholder	0	0	0	0	0	0	_item161
964	Placeholder	0	0	0	0	0	0	_item162
965	Placeholder	0	0	0	0	0	0	_item163
966	Placeholder	0	0	0	0	0	0	_item164
967	Placeholder	0	0	0	0	0	0	_item165
968	Placeholder	0	0	0	0	0	0	_item166
969	Placeholder	0	0	0	0	0	0	_item167
970	Placeholder	0	0	0	0	0	0	_item168
971	Placeholder	0	0	0	0	0	0	_item169
972	Placeholder	0	0	0	0	0	0	_item170
973	Placeholder	0	0	0	0	0	0	_item171
974	Placeholder	0	0	0	0	0	0	_item172
975	Placeholder	0	0	0	0	0	0	_item173
976	Placeholder	0	0	0	0	0	0	_item174
977	Placeholder	0	0	0	0	0	0	_item175
978	Placeholder	0	0	0	0	0	0	_item176
979	Placeholder	0	0	0	0	0	0	_item177
980	Placeholder	0	0	0	0	0	0	_item178
981	Placeholder	0	0	0	0	0	0	_item179
982	Placeholder	0	0	0	0	0	0	_item180
983	Placeholder	0	0	0	0	0	0	_item181
984	Placeholder	0	0	0	0	0	0	_item182
985	Placeholder	0	0	0	0	0	0	_item183
986	Placeholder	0	0	0	0	0	0	_item184
987	Placeholder	0	0	0	0	0	0	_item185
988	7item199	7	12	2	0	0	0	Blue Quartz
989	7item198	2	7	5	0	0	0	Topaz
990	7item197	0	0	2	8	8	2	Emerald
991	7item202	0	4	10	5	0	0	Sapphire
992	7item195	0	5	10	3	0	0	Green Garnet
993	7item203	0	6	5	0	0	0	Rose Crystal
994	7item196	0	0	0	4	10	5	Diamond
995	7item204	0	0	5	10	2	0	Amythest
996	7item154	0	5	9	2	0	0	Yellow Topaz
997	7item150	0	0	0	0	0	2	Diamond
998	7item146	0	0	0	5	10	5	Ruby
999	7item187	0	0	0	0	0	0	Gold
1000	7item188	0	0	0	0	0	0	Gold
1001	7item189	0	0	0	0	0	0	Gold
1002	7item141	20	0	0	0	0	0	Widowsweep Berries
1003	7item144	5	10	5	0	0	0	Crushed Rose Petals
1004	7item145	0	0	5	10	5	0	Vial of Troll Blood
1005	7item200	0	0	0	0	5	10	Ruby
1006	7item147	0	0	0	0	0	5	Dragon's Eye
1007	7item140	20	0	0	0	0	0	Phirna Root
1008	7item148	5	10	5	0	0	0	Meteorite Fragment
1009	7item149	0	0	5	10	5	0	Harpy Feather
1010	7item150	0	0	0	0	5	10	Moonstone
1011	7item151	0	0	0	0	0	5	Elvish Toadstool
1012	7item143	20	0	0	0	0	0	Poppysnaps
1013	7item152	5	10	5	0	0	0	Fae Dust
1014	7item153	0	0	5	10	5	0	Sulfur
1015	7item201	0	0	0	0	5	10	Garnet
1016	7item155	0	0	0	0	0	5	Vial of Devil Ichor
1017	7item142	20	0	0	0	0	0	Mushroom
1018	7item156	5	10	5	0	0	0	Obsidian
1019	7item157	0	0	5	10	5	0	Vial of Ooze Endoplasm
1020	7item158	0	0	0	0	5	10	Mercury
1021	7item159	0	0	0	0	0	5	Philosopher's Stone
1022	7item181	0	0	0	0	0	0	Potion Bottle
1023	7item164	0	0	0	0	0	0	Catalyst
1024	7item166	0	0	0	0	0	0	Cure Wounds
1025	7item160	0	0	0	0	0	0	Magic Potion
1026	7item162	0	0	0	0	0	0	Cure Weakness
1027	7item168	0	0	0	0	0	0	Cure Disease
1028	7item161	0	0	0	0	0	0	Cure Poison
1029	7item167	0	0	0	0	0	0	Awaken
1030	7item169	0	0	0	0	0	0	Haste
1031	7item170	0	0	0	0	0	0	Heroism
1032	7item171	0	0	0	0	0	0	Bless
1033	7item172	0	0	0	0	0	0	Preservation
1034	7item173	0	0	0	0	0	0	Shield
1035	7item174	0	0	0	0	0	0	Recharge Item
1036	7item175	0	0	0	0	0	0	Stoneskin
1037	7item176	0	0	0	0	0	0	Water Breathing
1038	7item177	0	0	0	0	0	0	Harden Item
1039	7item178	0	0	0	0	0	0	Remove Fear
1040	7item179	0	0	0	0	0	0	Remove Curse
1041	7item180	0	0	0	0	0	0	Cure Insanity
1042	7item163	0	0	0	0	0	0	Might Boost
1043	7item163	0	0	0	0	0	0	Intellect Boost
1044	7item163	0	0	0	0	0	0	Personality Boost
1045	7item163	0	0	0	0	0	0	Endurance Boost
1046	7item163	0	0	0	0	0	0	Speed Boost
1047	7item163	0	0	0	0	0	0	Accuracy Boost
1048	7item163	0	0	0	0	0	0	Flaming Potion
1049	7item163	0	0	0	0	0	0	Freezing Potion
1050	7item163	0	0	0	0	0	0	Noxious Potion
1051	7item163	0	0	0	0	0	0	Shocking Potion
1052	7item163	0	0	0	0	0	0	Swift Potion
1053	7item163	0	0	0	0	0	0	Cure Paralysis
1054	7item163	0	0	0	0	0	0	Divine Restoration
1055	7item163	0	0	0	0	0	0	Divine Cure
1056	7item163	0	0	0	0	0	0	Divine Power
1057	7item163	0	0	0	0	0	0	Luck Boost
1058	7item163	0	0	0	0	0	0	Fire Resistance
1059	7item163	0	0	0	0	0	0	Air Resistance
1060	7item163	0	0	0	0	0	0	Water Resistance
1061	7item163	0	0	0	0	0	0	Earth Resistance
1062	7item163	0	0	0	0	0	0	Mind Resistance
1063	7item163	0	0	0	0	0	0	Body Resistance
1064	7item165	0	0	0	0	0	0	Stone to Flesh
1065	7item165	0	0	0	0	0	0	Slaying Potion
1066	7item165	0	0	0	0	0	0	Pure Luck
1067	7item165	0	0	0	0	0	0	Pure Speed
1068	7item165	0	0	0	0	0	0	Pure Intellect
1069	7item165	0	0	0	0	0	0	Pure Endurance
1070	7item165	0	0	0	0	0	0	Pure Personality
1071	7item165	0	0	0	0	0	0	Pure Accuracy
1072	7item165	0	0	0	0	0	0	Pure Might
1073	7item165	0	0	0	0	0	0	Rejuvenation
1074	Placeholder	0	0	0	0	0	0	_potion/reagent272
1075	Placeholder	0	0	0	0	0	0	_potion/reagent273
1076	Placeholder	0	0	0	0	0	0	_potion/reagent274
1077	Placeholder	0	0	0	0	0	0	_potion/reagent275
1078	Placeholder	0	0	0	0	0	0	_potion/reagent276
1079	Placeholder	0	0	0	0	0	0	_potion/reagent277
1080	Placeholder	0	0	0	0	0	0	_potion/reagent278
